person A,id A,person B,id B,connection,collection item,date,notes,original data,,,
Florence Barbara Seibert,290322767,Ruth Kundsin,47082718,corresponded with,"Florence Barbara Seibert, ""Kundsin, Ruth B.""",1965-1968,,"Ruth Kundsin, Peter Bent Brigham Hospital, Boston. Corresponds with Seibert, who asks Kundsin to collaborate with her on the work to find ""bugs"" in cancer cells. Kundsin declines because she feels she has too much work going on.",,,
Charlotte C. Campbell,charlotte-campbell-medicine,Ruth Kundsin,47082718,corresponded with,"Florence Barbara Seibert, ""Kundsin, Ruth B.""",1965,,Campbell told Kundsin of Seibert's interest in studying certain organisms.,,,
Florence Barbara Seibert,290322767,Eva Soto Figueroa Leake,eva-leake-microbiology,corresponded with,"Florence Barbara Seibert, ""Leake, Eva S.""",1951-1976,,"from Mexico. Went to Institute Politecnico Nacional in Mexico and became a doctor. She married T. Keith Leake in 1963 and then worked at Wake Forest College in NC. She made the electron micrographs in the book by Weiser, Myrvik and Pearsall (pp 314-317) which she sent to Seibert as a gift. Series I, Box 4. She is also connecte to Dr. Eugenia Cardona Lynch - who shared Seibert's reprints with Leake and facilitated the connection. Unfortunately, Lynch died in 1951 just after introducing Leake to Seibert.",,,
Florence Barbara Seibert,290322767,Eugenia Cardona Lynch,eugenia-cardona-lynch-pathology,mentioned in letter,"Florence Barbara Seibert, ""Leake, Eva S.""",,,see entry on Eva Soto-Leake for more info,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Angelina Fabrizio,angelina-fabrizio-microbiology,used this perons's scientific contributions,"Florence Barbara Seibert, ""Leake, Eva S.""",1971,,FBS sends ESFL reprints of Fabrizio's work,,,
Florence Barbara Seibert,290322767,Mary C. Pangborn,18263784,corresponded with|used each other's research,"Florence Barbara Seibert, ""Pangborn, Mary C.""",1946-1954,,"senior biochemist department of health in Albany (1946). Seibert and Pangborn share materials for testing and correspond about the results. Series I, Box5",,,
Florence Barbara Seibert,290322767,Mary L. Petermann,31005910,corresponded with,"Florence Barbara Seibert, ""Petermann, Mary""",1944-1945,,"Mary L. Petermann, department of chemistry, University of Wisconsin, in mid-1940s, though, moves on to be a physician at Memorial Hospital. Series I, Box 6",,,
Florence Barbara Seibert,290322767,Margaret Pittman,311772226,corresponded with,"Florence Barbara Seibert, ""Pittman, Margaret""",1962-74,,"Department of Health, Education and Welfare, Public Health Service in 1964.",,,
Florence Barbara Seibert,290322767,Janet McCarter,janet-woolley-bacteriology,Women appearing in letters,,,,,,,
Barbara McClintock,14832103,Brenda Lowe,29265968,recommends,"Barbara McClintock, ""Lowe, Brenda Ann""",1988,,"Dr. Brenda Lowe - McClintock writes a LOR for the Plant Gene Expression Center in Albany, California saying that ""her experiments are sharpy conceived and meticulously conducted."" Series I, Box 3.",,,
Barbara McClintock,14832103,Lucy Shapiro,91928525,recommends,"Barbara McClintock, ""Shapiro, Lucille""",,,Lucille Shapiro - writes a LOR for Stanford University Medical Center. Writes very positively.,,,
Barbara McClintock,14832103,Maxine F. Singer,17282599,corresponded with,"Barbara McClintock, ""Singer, Maxine F.""",,,"Maxine F. Singer, as president of Carnegie. Series I, Box 4",,,
Barbara McClintock,14832103,Virginia Walbot,2534080,recommends,"Barbara McClintock, ""Walbot, Virginia""",,,"Virginia Walbot - writes a tepid LOR for her promotion at Washington University, St. Louis stating that she doesn't know her very well, only knows a bit about her teaching, but that her teaching is very good.",,,
Virginia Walbot,2534080,Loverine Taylor,loverine-taylor-genetics,mentor relationship,"Barbara McClintock, ""Walbot, Virginia""",,,Walbot's CV with a list of students is included in the folder,,,
Virginia Walbot,2534080,Vicki L. Chandler,vicki-chandler-genetics,mentor relationship|used this person's scientific contribution,"Barbara McClintock, ""Walbot, Virginia""",,,,,,
Susan R. Wessler,76468404,Vicki L. Chandler,vicki-chandler-genetics,collaborated with,"Barbara McClintock, ""Chandler, Vicki L.""",,,Chandler reviewed a paper for McClintock that was then sent to Wessler. Wessler must be acting as editor here,,,
Barbara McClintock,14832103,Nina V. Fedoroff,28723949,corresponded with,"Barbara McClintock, ""Fedoroff, Nina V.""",,,,,,
Maxine F. Singer,17282599,Nina V. Fedoroff,28723949,mentioned in letter|collaborated with,"Barbara McClintock, ""Carnegie Institute""",,,"Singer mentions admiration for Fedoroff's work, arranges to have her speak at event, asks McClintock to introduce her",,,
Barbara McClintock,14832103,Evelyn Witkin,38857597,recommends,"Barbara McClintock, ""Witkin, Evelyn Maisel""",,,Evelyn Witkin - McClintock writes a LOR for her for the Wolf Prize in Medicine,,,
Barbara McClintock,14832103,Vicki L. Chandler,vicki-chandler-genetics,corresponded with,"Barbara McClintock, ""Chandler, Vicki L.""",,,"Vicki L. Chandler, Institute of Molecular Biology, University of Oregon, 1989, reviewing a paper for the journal PNAS, which Barbara seems to be editor of? Vicki L. Chandler folder, Series I, Box 2.",,,
Barbara McClintock,14832103,Wilma Hu,wilma-hu-genetics,corresponded with,"Barbara McClintock, ""Hu, Wilma""",,,"Wilma Hu, North Carolina State University, Raleigh. Writes in 1968 that she's working on chromosomes. Series 1, Box 3.",,,
Barbara McClintock,14832103,Nancy Kleckner,60897473,corresponded with|collaborated with,"Barbara McClintock, ""Kleckner, Nancy E.""",,,"Nancy Kleckner, Biochemical Lab, Harvard - she reviews an article submission for PNAS journal. Series I, Box 3.",,,
Nancy Kleckner,60897473,Susan R. Wessler,76468404,mentioned in letter,"Barbara McClintock, ""Kleckner, Nancy E.""",1990,,McClintock enlists Kleckner to help her review Wessler's paper,,,
Barbara McClintock,14832103,Anita Klein,45812061,corresponded with,"Barbara McClintock, ""Klein, Anita""",,,"Anita Klein - a postdoc working with Oliver Nelson at UW-Madison in 1982. Writes that she is undertaking the Bronze project at that time. In 1985 she joins the University of New Hampshire Department of biochemistry. Says that Nina Federoff is coming to the campus to visit the Genetics program. Seems these women worked together. Series I, Box 3 ""Jerry L. Kermicle"" folder and ""Anita Klein"" folder.",,,
Nina V. Fedoroff,28723949,Anita Klein,45812061,used this person's scientific contribution,"Barbara McClintock, ""Klein, Anita""",,,,,,
Anita Klein,45812061,Loverine Taylor,loverine-taylor-genetics,used this person's scientific contribution,"Barbara McClintock, ""Klein, Anita""",,,,,,
Anita Klein,45812061,Virginia Walbot,2534080,mentioned in letter,"Barbara McClintock, ""Klein, Anita""",,,Klein mentions that Walbot is Taylor's advisor while discussing Taylor's work,,,
Loverine Taylor,loverine-taylor-genetics,Vicki L. Chandler,vicki-chandler-genetics,used this person's scientific contribution,"Barbara McClintock, Series IV: ""Walbot, Virginia and Loverine.
Isolation and Characterization of a 1.7 kb Transposable Element from a Mutator Line of Maize""",,,Thanked in the acknowledgements to their paper in McClintock's papers for help in getting research materials,,,
Barbara McClintock,14832103,Loverine Taylor,loverine-taylor-genetics,mentioned in letter,"Barbara McClintock, ""Klein, Anita""",,,"Lovie Taylor - a student of Virginia Walbot, in 1984 is writing a paper on ""transposable element-induced deletions"" according to Anita Klein. Presumably Taylor is also at US-Madison - mentioned in Virginia Walbot letters, Series I, Box 7",,,
Barbara McClintock,14832103,Maria Luisa Martinez,maria-luisa-martinez-agricultural-sciences,corresponded with,"Barbara McClintock, ""Martinez, Maria Luisa""",,,"Maria Luisa Martinez - from the Rockefeller Foundation Mexico Office, Agricultural Sciences. Writes in spanish in 1960, Series I, Box 3",,,
Barbara McClintock,14832103,Christine Mitchell,christine-mitchell-genetics,corresponded with,"Barbara McClintock, ""Mitchell, Christine""",,,"Christine Mitchell - worked at Cold Spring Harbor, and then at Yale. Working on the ""waxy gene."" writing to McClintock to ask for ""homozygous wx-m404 stock."" I believe this is in 1986. Series I, Box 3",,,
Barbara McClintock,14832103,Nancy Shepherd,nancy-shepherd-genetics,corresponded with,"Barbara McClintock, ""Shepherd, Nancy S.""",,,"Nancy Shepherd - DuPont Company - central research and development department experimental station. She seemed to also work with Jennifer Sorrentino at Du Pont. Series I, Box 6",,,
Barbara McClintock,14832103,Susan R. Wessler,76468404,corresponded with,"Barbara McClintock, ""Wessler, Susan R.""",,,"Susan R. Wessler, Associate Professor, Department of Botany, The University of Georgia in 1990, Series I, Box 7",,,
Barbara McClintock,14832103,Patricia Nevers,69477262,corresponded with,"Barbara McClintock, ""Nevers, Patricia""",,,"also has some of her papers, and she also shows up in the Heinz Saedler folder",,,
Patricia Nevers,69477262,Nancy Shepherd,nancy-shepherd-genetics,published with,"Barbara McClintock, Series IV: ""Nevers, Patricia, Nancy S. She., Plant Transposable Elements""",,,,,,
Nancy Shepherd,nancy-shepherd-genetics,Jennifer Sorrentino,jennifer-sorrentino-genetics,published with,"Barbara McClintock, Series IV: ""Sorrentino, Jennifer J. and Na. Cloning of a Ds1-Homologous Element at the A1 Locus""",,,Also relevant materials to their collaboration in their folders,,,
Nancy Shepherd,nancy-shepherd-genetics,Nina V. Fedoroff,28723949,mentioned in letter,"Barbara McClintock, ""Shepherd, Nancy S.""",1985,,"mentions ""Nina"" in letter, likely Fedoroff given other circumstances",,,
Susan R. Wessler,76468404,Nina V. Fedoroff,28723949,published with,"Barbara McClintock, ""Wessler, Susan R.""",,,Wessler's CV is in the folder and contains the coauthored reference,,,
Barbara McClintock,14832103,Isabel Morgan,isabel-morgan-virology,mentioned in letter,"Barbara McClintock, ""Singer, Maxine F.""",,,Mentioned in a letter to Maxine Singer. Morgan sends some commemorative Nobel Prize material to McClintock. Should a connection also go between Singer and Morgan?,,,
Barbara McClintock,14832103,Lilian Vaughan Morgan,207145857936423021318,used this person's scientific contribution,"Barbara McClintock, ""Morgan, L.V. A Variable Phenotype Associated with the Fourth Chromosome of Drosophila melanogaster and Affected by Heterochromatin.""",,,McClintock has one of LVM's papers,,,
Florence Barbara Seibert,290322767,Jessie E. Minor,jessie-minor-chemistry,mentor relationship,,,,,,,
Florence Rena Sabin,74652573,Esmond R. Long,92247013,corresponded with,"Florence Rena Sabin, ""Long, Esmond R.""",1925-1946,,"Esmond Long, department of pathology, University of Chicago, 4 folders of correspondence",,,
Florence Rena Sabin,74652573,Janet Howell Clark,34818238,corresponded with,"Florence Rena Sabin, ""Clark, Janet Howell""",1921-1939,,"Dr. Janet Howell Clark, at Bryn Mawr, but also at the school of hygiene and public health, johns hopkins university, later at University of Rochester",,,
Florence Rena Sabin,74652573,Albert Einstein,75121530,corresponded with,"Florence Rena Sabin, ""Einstein, Albert""",,,,,,
Albert Einstein,75121530,Marietta Blau,52591350,recommends,"Florence Rena Sabin, ""Einstein, Albert""",,,,,,
Albert Einstein,75121530,Emmy Noether,73918294,Women appearing in letters,"Florence Rena Sabin, ""Einstein, Albert""",,,,,,
Esther Caukin Brunauer,309564051,Lise Meitner,64160163,recommends,"Florence Rena Sabin, ""American Association of University Women""",,,,,,
Florence Rena Sabin,74652573,Esther Caukin Brunauer,309564051,Women appearing in letters,"Florence Rena Sabin, ""American Association of University Women""",,,,,,
Abraham Flexner,24735888,Hertha Sponer,20509982,recommends,"Florence Rena Sabin, ""Sponer, Hertha""",,,,,,
Florence Barbara Seibert,290322767,Gladys Dow Daskam,gladys-daskam-medicine,corresponded with,,,,,,,
Gladys Dow Daskam,gladys-daskam-medicine,Marion Fay,106916582,received letter of recommendation about,,,,,,,
Margaret Hotchkiss,margaret-hotchkiss-microbiology,Angelina Fabrizio,angelina-fabrizio-microbiology,recommends,"Florence Barbaret Seibert, ""Fabrizio, Margaret""",,,,,,
Irene Diller,irene-diller-medicine,Rosette Coidan,rosette-coidan-medicine,mentioned in letter,"Florence Barbara Seibert, ""Diller, Irene""",,,,,,
Irene Diller,irene-diller-medicine,Henrietta Lacks,96737226,mentioned in letter|used this person's scientific contribution,"Florence Barbara Seibert, ""Diller, Irene""",,,,,,
Lucia J. Dunham,32156130955658311554,Wilhelmina Dunning,wilhelmina-dunning-medicine,recommends,"Florence Barbara Seibert, ""Dunham, Lucia J.""",,,"Lucia J. Dunham at Laboratory of Pathology, National Cancer Institute, writes a letter of introduction to Wilhelmina Dunning at the Cancer Research Laboratory in the University of Miami so Siebert can talk to her about vaccinations against tumors. She also puts her in touch with Thelma B. Dunn, MD for comments on a paper that Seibert is asking for. Series I, Box 2",,,
Lucia J. Dunham,32156130955658311554,Thelma B. Dunn,257559132,recommends,"Florence Barbara Seibert, ""Dunham, Lucia J.""",,,,,,
Florence Barbara Seibert,290322767,Wilhelmina Dunning,wilhelmina-dunning-medicine,corresponded with|asks for advice,"Florence Barbara Seibert, ""Dunning, Wilhelmina""",1971,,Seibert and Dunning correspond about mouse sarcomas. Dunning read and commented on one of Seibert's paper. Siebert also gifted Dunning driving gloves.,,,
Florence Barbara Seibert,290322767,Thelma B. Dunn,257559132,asks for advice,"Florence Barbara Seibert, ""Dunham, Lucia J.""",,,,,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Eva Soto Figueroa Leake,eva-leake-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,"Eva Soto Figueroa Leake, from Mexico. Went to Institute Politecnico Nacional in Mexico and became a doctor. She married T. Keith Leake in 1963 and then worked at Wake Forest College in NC. She made the electron micrographs in the book by Weiser, Myrvik and Pearsall (pp 314-317) which she sent to Seibert as a gift. Series I, Box 4.",,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Mabel V. Seibert,mabel-seibert-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Mildred Meekins,mildred-meekins-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Mamie Cameron,mamie-cameron-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Florence Barbara Seibert,290322767,Mabel V. Seibert,mabel-seibert-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Florence Barbara Seibert,290322767,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Florence Barbara Seibert,290322767,Mildred Meekins,mildred-meekins-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Florence Barbara Seibert,290322767,Mamie Cameron,mamie-cameron-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Florence Barbara Seibert,290322767,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Mabel V. Seibert,mabel-seibert-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Mildred Meekins,mildred-meekins-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Mamie Cameron,mamie-cameron-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eva Soto Figueroa Leake,eva-leake-microbiology,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mabel V. Seibert,mabel-seibert-biochemistry,Mildred Meekins,mildred-meekins-biochemistry,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mabel V. Seibert,mabel-seibert-biochemistry,Mamie Cameron,mamie-cameron-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mabel V. Seibert,mabel-seibert-biochemistry,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mabel V. Seibert,mabel-seibert-biochemistry,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mildred Meekins,mildred-meekins-biochemistry,Mamie Cameron,mamie-cameron-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mildred Meekins,mildred-meekins-biochemistry,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mildred Meekins,mildred-meekins-biochemistry,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mamie Cameron,mamie-cameron-microbiology,Ute Busemann,ute-reid-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Mamie Cameron,mamie-cameron-microbiology,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Ute Busemann,ute-reid-microbiology,Lois Fry,lois-fry-microbiology,worked in lab with|worked at same institution as,"Florence Barbara Seibert, Series IV: ""Miller, Elizabeth Eshelman""",,,,,,
Eugenia Cardona Lynch,eugenia-cardona-lynch-pathology,Eva Soto Figueroa Leake,eva-leake-microbiology,recommends,"Florence Barbara Seibert, ""Leake, Eva S.""",,,,,,
Florence Rena Sabin,74652573,Gina Castelnuovo,gina-castelnuovo-biology,received letter of recommendation about,"Florence Rena Sabin, ""Pearce, Louise""",1940,,"Louise Pearce shares a note with FRS that Castelnuovo is an Italian refugee looking for a position as she can't return to Italy because she is Jewish. Professor Veblen was working to help her, she was living with Professor and Mrs. Fermi. According to another source, she also had help from Niels Bohr (Jewish Responses to Persecution: 1938–1940, By Alexandra Garbarini, 55-56)",,,
Louise Pearce,56214499,Gina Castelnuovo,gina-castelnuovo-biology,recommends,"Florence Rena Sabin, ""Pearce, Louise""",,,,,,
Florence Rena Sabin,74652573,Vivian Tappan,vivian-tappan-medicine,corresponded with|recommended|mentor relationship,"Florence Rena Sabin, ""Tappan, Vivian""",1926-1940|1926,,"Vivian Tappan was a student of Sabin's. Sabin recommended her for an internship. She was employed for a time at the Desert Sanitoirum of Southern Arizona, but then left in 1940.",,,
Florence Rena Sabin,74652573,Helen Taussig,45176885,corresponded with,"Florence Rena Sabin, ""Taussig, Helen""",1925-1936,,Helen Taussig of the John Hopkins Hospital. FRS and Taussig worked together on the Johns Hopkins Women's Medical Alumane Association,,,
Florence Rena Sabin,74652573,Susan Souther,susan-souther-medicine,recommends,"Florence Rena Sabin, ""Titcomb, Lilllian Ray""",1929,,Lillian Ray Titcomb of UCLA (phyician for women) requests a recommendation for FRS for Souther to practice in a position for hte University or City Schools.,,,
Helen Taussig,45176885,Esther Richards,esther-richards-psychiatry,mentioned in letter,"Florence Rena Sabin, ""Taussig, Helen""",,,"organizing JH Women's Alumni event, Richards and Bass will speak",,,
Helen Taussig,45176885,Elizabeth Bass,elizabeth-bass-medicine,mentioned in letter,"Florence Rena Sabin, ""Taussig, Helen""",,,"organizing JH Women's Alumni event, Richards and Bass will speak",,,
Lillian Ray Titcomb,lillian-titcomb-medicine,Susan Souther,susan-souther-medicine,received letter of recommendation about,"Florence Rena Sabin, ""Titcomb, Lilllian Ray""",,,,,,
Florence Rena Sabin,74652573,Lillian Ray Titcomb,lillian-titcomb-medicine,corresponded with,"Florence Rena Sabin, ""Titcomb, Lilllian Ray""",,,,,,
Florence Rena Sabin,74652573,Lilian Welsh,73239411,corresponded with,"Florence Rena Sabin, ""Welsh, Lilian""",1924-1933,,"Welsh and Sherwood, who lived together until Welsh's death, operated a private practice in Baltimore. In 1894 Welsh joined Goucher college (Women's College of Baltimore) and worked there for 30 years. Welsh helped with the Naples Table Association and corresponded with FRS and Elizabeth Clarke about the Naples Table. FRS spoke at Welsh's memorial.",,,
Mary Sherwood,mary-sherwood-medicine,Lilian Welsh,73239411,worked at same institution as,"Florence Rena Sabin, ""Welsh, Lilian""",,,,,,
Margaret Reed Lewis,240455520,Lilian Welsh,73239411,corresponded with,"H. S. Jennings, ""Lewis, Margaret R.""",,,,,,
Florence Rena Sabin,74652573,Elise S. L'Esperance,elise-lesperance-pathology,corresponded with,"Florence Rena Sabin, ""L'Esperance, Elise S.""",1929-1937,,L'Esprence's research focused on how to prevent cancer. She became professor of pathology at Cornell,,,
Elise S. L'Esperance,elise-lesperance-pathology,Margaret Reed Lewis,240455520,corresponded with,"Warren H. Lewis, ""Esperance, Elise S.""",1944,,letter addressed just to MRL. About tribute to James Ewing.,,,
Elise S. L'Esperance,elise-lesperance-pathology,Catherine Macfarlane,catherine-macfarlane-medicine,collaborated with,,1951,,won award together - Lasker Clinical Medical Research Award,,,
Mildred Cohn,28353569,Fran Adar,271256726,recommends,"Mildred Cohn, ""A""","July 2, 1976",,"received a PhD in physics in 1972, worked as a postdoc at unniversity of pennsylvania, biophysicist: https://www.horiba.com/int/women-in-science/a-scientist-first/",,,
Mildred Cohn,28353569,Nanci R. Aiken,nanci-aiken-chemistry,corresponded with,"Mildred Cohn, ""Aiken, Nancy""",1992,,"September 1992, MC asks Aiken to consider working with her on a grant she just received",,,
Nanci R. Aiken,nanci-aiken-chemistry,Hadassa Degani,hadassa-degani-biochemistry,worked in lab with,"Mildred Cohn, ""Aiken, Nancy""",1992,,Cohn asks Aiken about her experience working in Hadassa's lab,,,
Mildred Cohn,28353569,Jenny Glusker,51777052,mentioned in letter,"Box 1, folder ""B"" dated July 7, 1893","July 7, 1893",,"Mildred Cohn says to ""Mrs. Batcheler"" ""I want to thank you for all the trouble you took to locate Dr. Blake's crystallographic data on 3-Phosphoglycerate kinase. My colleague Dr. Jenny Glusker Brought it back and I am sure it will be most helpful to me."" Also, in the ""V"" folder dated June 1, 1981, Cohn recommends to Sara Vollmer that she ask Dr. Jenny Glusker for a position at the X-ray crystallography lab at the Institute for Cancer Research",,,
Mildred Cohn,28353569,Sara Vollmer,sara-vollmer-chemistry,corresponded with,"Mildred Cohn, ""V""",,,,,,
Sara Vollmer,sara-vollmer-chemistry,Jenny Glusker,51777052,asks for advice,"Mildred Cohn, ""V""",,,This is inferred based on Cohn's suggestion she ask Glusker. We don't know if she actually did,,,
Mildred Cohn,28353569,Pam Batchelor,pam-batchelor-biophysics,corresponded with,"Mildred Cohn, ""B""",,,,,,
Jenny Glusker,51777052,Pam Batchelor,pam-batchelor-biophysics,used this person's scientific contribution,"Mildred Cohn, ""B""",,,Batchelor provides Glusker and Cohn with data,,,
Mildred Cohn,28353569,Betty Gaffney,6165624780642240367,recommends,"Mildred Cohn, ""B""","August 6, 1981",,"Cohn recommends Gaffney for promotion at Johns Hopkins, letter addressed to Michael Beer.",,,
Mildred Cohn,28353569,Hadassa Degani,hadassa-degani-biochemistry,recommends|used this person's scientific contribution,"Mildred Cohn, Series V: ""Degani, Hadassa""","June 1, 1982",,"Cohn recommends Degani for promotion at the Weizmann Institute of Science, Israel. She also worked for 3-months in Israel and collabroated with Hadessa Degani and Michal Neeman. Multiple folders of Degani's publications are in Cohn's papers",,,
Mildred Cohn,28353569,June S. Taylor,june-taylor-biochemistry,recommends|mentor relationship,"Mildred Cohn, ""Taylor, June S.""","February 2, 1972",,"Cohn recommends Taylor for an opening at University of Minnesota College of Biological Sciences, Department of biochemistry, also at Brown, Dartmouth, University of Pennsylvania, University of Maryland. She accepts a post at University of Maryland. Taylor was Cohn's student.",,,
June S. Taylor,june-taylor-biochemistry,Hannelore Diefenbach,hannelore-diefenbach-biochemistry,mentioned in letter,"Mildred Cohn, ""Taylor, June S.""",1972,,Taylor sends her regards to Hannelore,,,
Mildred Cohn,28353569,Esther Breslow,esther-breslow-biochemistry,corresponded with,"Mildred Cohn, ""Breslow, Esther""","March 21, 1978",,Cohn recommends Breslow for full professor at Cornell's Department of Biochemistry,,,
Esther Breslow,esther-breslow-biochemistry,Gloria Torralba,gloria-torralba-biology,used this person's scientific contribution,"Mildred Cohn, ""Breslow, Esther""",1965,,Breslow tells Cohn to thank Torralba for sharing her data,,,
Mildred Cohn,28353569,Hannelore Diefenbach,hannelore-diefenbach-biochemistry,mentor relationship|recommends|worked in lab with,"Mildred Cohn, ""Diefenbach, Hannelore""",1965-1972|1976|1965-1972,,"Cohn hired Hannelore Diefenbach, from Germany, to work in her lab as a Research Laboratory Technician at University of Pennsylvania. Hannelore's notebooks from her time in the lab are in Cohn's papers.",,,
Mildred Cohn,28353569,Sheila Cohen,3928471,recommends,"Mildred Cohn, ""E""","March 15, 1979",,"Cohn recommends Cohen for a position at Wesleyan University in Connecticut, in a letter to Deborah Ehrenthal and Charla Reinganum (also of Wesleyan)",,,
Mildred Cohn,28353569,Maria Erecinska,93318566,recommends,"Mildred Cohn, ""E""","June 19, 1973",,"Cohn recommends Erecinska for an ""Established Investigatorship"" at the American Heart Association. Says she has worked with her for 20 years since she was a postdoc and ""only the most exceptional postdoctoral fellows, a very small fraction of hte total in our department, are given faculty rank.""",,,
Mildred Cohn,28353569,Barbara J. Garrison,0000-0002-7053-5284,corresponded with,"Mildred Cohn, ""G""",1982,,"Very brief correspondence about a talk Cohn gave at Penn State for a ""women in chemistry"" symposium",,,
Mildred Cohn,28353569,Deborah Dunaway-Mariano,deborah-dunaway-mariano-chemistry,recommends|used this person's scientific contribution,"Mildred Cohn, ""G""",1983,,Cohn recommends Dunaway-Mariano as an Alfred P. Sloan Research Fellow.,,,
Mildred Cohn,28353569,Ann Ginsburg,55726236,corresponded with,"Mildred Cohn, ""Ginsburg, Ann""",1969-1972,,"Ginsburg was at the Laboratory of Biochemistry, National Heart Institute, sent Cohn her paper to read, Barbara Joyce was also involved in preparing the paper",,,
Ann Ginsburg,55726236,Barbara Joyce,barbara-joyce-microbiology,published together,"Mildred Cohn, ""Ginsburg, Ann""",,,,,,
Mildred Cohn,28353569,Marianne Grunberg-Manago,110625751,corresponded with|published together|used each other's research,"Mildred Cohn, ""Grunberg-Manago, Marianne""",1967-1998,,Seem to have had a very warm friendship and working relationship. Marianne was at Institut de Biologie Physico Chimique in Paris. Seems they also worked with Therese Godefroy and Helen,,,
Mildred Cohn,28353569,Therese Godefroy,therese-godefroy-biochemistry,corresponded with|published together|used each other's research,"Mildred Cohn, ""Godefroy, Therese""",1969|,,"Therese was friends with Hannelore, but also with Marianne and they worked together on research alongside Mildred",,,
Therese Godefroy,therese-godefroy-biochemistry,Marianne Grunberg-Manago,110625751,used each other's research,"Mildred Cohn, ""Godefroy, Therese""",,,,,,
Therese Godefroy,therese-godefroy-biochemistry,Hannelore Diefenbach,hannelore-diefenbach-biochemistry,used each other's research,"Mildred Cohn, ""Godefroy, Therese""",,,,,,
